Class,edge_purchases,ep,ep2,id,n_purchases,solo_purchases
1,187,0.33687943262411346,0.8103975535168195,81967327,282,95
2,524,0.5375110326566638,0.972338642078793,67414592,1133,609
0,21974,0.20828679517204107,0.3732268058046633,72748872,27755,5781
0,5557,0.22604456824512534,0.44101633393829404,72895473,7180,1623
1,2003,0.441594647337608,0.9091551785083068,82125454,3587,1584
0,1755,0.2265315116791538,0.44078014184397163,74445812,2269,514
1,333,0.3076923076923077,0.6298405466970387,80137166,481,148
1,1175,0.26699937616968183,0.6215116279069768,80112144,1603,428
1,449,0.3693820224719101,0.8646616541353384,68393430,712,263
2,438,0.5864022662889519,0.9820627802690582,70178654,1059,621
0,8728,0.21799121942478272,0.4127298954201226,64135176,11161,2433
1,370,0.3707482993197279,0.7848324514991182,70646884,588,218
0,804,0.1845841784989858,0.2707117852975496,80126979,986,182
1,151,0.3601694915254237,0.7701863354037267,70612682,236,85
0,5398,0.1892460198257735,0.3437726285300507,70669403,6658,1260
1,542,0.27925531914893614,0.5905631659056316,80145286,752,210
0,3747,0.2437941473259334,0.48882305413412336,70670971,4955,1208
0,3639,0.23389473684210527,0.48943901885078356,58862650,4750,1111
2,17,0.6964285714285714,0.967741935483871,80137993,56,39
1,159,0.3861003861003861,0.8081841432225064,74478026,259,100
1,1887,0.2759017651573292,0.6516393442622951,70626815,2606,719
1,903,0.29508196721311475,0.6939443535188216,70627774,1281,378
1,2000,0.40227136879856545,0.8849806542384805,74091493,3346,1346
1,3783,0.30612619222303744,0.6988614055751865,64411746,5452,1669
0,3787,0.15844444444444444,0.2638666239179224,65934505,4500,713
1,2147,0.36722664308871206,0.8069032888309997,66098060,3393,1246
1,2441,0.428872250818905,0.8953687821612349,66358222,4274,1833
0,1770,0.10920986411675894,0.1357808857808858,66359006,1987,217
0,2174,0.14476789929189615,0.21332670313276977,66808903,2542,368
