TradeID,RiskType,Qualifier,Label2,AmountUSD,Bucket,PortfolioID
39,Risk_Equity,Peugeot,SPOT,-463571.68,7,Bigger_Portfolio
40,Risk_Equity,American International Group,REPO,-11485.95,8,Bigger_Portfolio
41,Risk_Equity,American International Group,SPOT,-1257545.87,8,Bigger_Portfolio
42,Risk_Equity,Cr_dit Agricole,REPO,-2711.51,8,Bigger_Portfolio
43,Risk_Equity,Cr_dit Agricole,SPOT,-5943442.63,8,Bigger_Portfolio
44,Risk_Equity,Deutsche Bank,REPO,4828.03,8,Bigger_Portfolio
45,Risk_Equity,Deutsche Bank,SPOT,-1114825.71,8,Bigger_Portfolio
46,Risk_Equity,Lloyds Banking Group,REPO,-16672.51,8,Bigger_Portfolio
47,Risk_Equity,Lloyds Banking Group,SPOT,908796.04,8,Bigger_Portfolio
48,Risk_Equity,Mitsubishi UFJ Financial Group,REPO,-18435.86,8,Bigger_Portfolio
49,Risk_Equity,Mitsubishi UFJ Financial Group,SPOT,-325025.96,8,Bigger_Portfolio
50,Risk_Equity,UniCredit,REPO,-22259.96,8,Bigger_Portfolio
51,Risk_Equity,UniCredit,SPOT,-2800820.46,8,Bigger_Portfolio
52,Risk_Equity,Zurich Insurance Group,REPO,-2148.42,8,Bigger_Portfolio
53,Risk_Equity,Zurich Insurance Group,SPOT,178664.0,8,Bigger_Portfolio
54,Risk_Equity,Dongfeng Motor Group,REPO,3773.83,9,Bigger_Portfolio
55,Risk_Equity,Dongfeng Motor Group,SPOT,568265.67,9,Bigger_Portfolio
56,Risk_Equity,FAW Group,REPO,22932.05,9,Bigger_Portfolio
57,Risk_Equity,FAW Group,SPOT,1378729.21,9,Bigger_Portfolio
58,Risk_Equity,Gazprom,REPO,-155.71,9,Bigger_Portfolio
59,Risk_Equity,Gazprom,SPOT,854961.97,9,Bigger_Portfolio
60,Risk_Equity,JBS S.A.,REPO,9920.42,9,Bigger_Portfolio
61,Risk_Equity,JBS S.A.,SPOT,-2709529.17,9,Bigger_Portfolio
62,Risk_Equity,Lukoil,REPO,-11171.77,9,Bigger_Portfolio
63,Risk_Equity,Lukoil,SPOT,111553.68,9,Bigger_Portfolio
64,Risk_Equity,SAIC Motor,REPO,15153.2,9,Bigger_Portfolio
65,Risk_Equity,SAIC Motor,SPOT,782373.0,9,Bigger_Portfolio
66,Risk_Equity,Severstal,REPO,-1084.47,9,Bigger_Portfolio
67,Risk_Equity,Severstal,SPOT,77391.75,9,Bigger_Portfolio
68,Risk_Equity,AB Volvo,REPO,710.48,10,Bigger_Portfolio
69,Risk_Equity,AB Volvo,SPOT,-879956.03,10,Bigger_Portfolio
70,Risk_Equity,Anheuser-Busch InBev,REPO,-37405.863,10,Bigger_Portfolio
71,Risk_Equity,Anheuser-Busch InBev,SPOT,-2422152.722,10,Bigger_Portfolio
72,Risk_Equity,Christian Dior,REPO,6439.94,10,Bigger_Portfolio
73,Risk_Equity,Christian Dior,SPOT,-1961608.41,10,Bigger_Portfolio
74,Risk_Equity,Danone,REPO,-1744.6,10,Bigger_Portfolio
75,Risk_Equity,Danone,SPOT,-356670.49,10,Bigger_Portfolio
76,Risk_Equity,BESP_BASKET_1,REPO,1224.41,11,Bigger_Portfolio
77,Risk_Equity,BESP_BASKET_1,SPOT,3045760.99,11,Bigger_Portfolio
78,Risk_Equity,BESP_BASKET_2,REPO,4757.52,11,Bigger_Portfolio
79,Risk_Equity,BESP_BASKET_2,SPOT,3174093.79,11,Bigger_Portfolio
80,Risk_Equity,SpaceX,REPO,7264.3269999999975,11,Bigger_Portfolio
81,Risk_Equity,SpaceX,SPOT,1360203.336,11,Bigger_Portfolio
82,Risk_Equity,VentureRel,REPO,15885.46,11,Bigger_Portfolio
83,Risk_Equity,VentureRel,SPOT,1588720.15,11,Bigger_Portfolio
84,Risk_Equity,LCAP_INDX_MRGN,REPO,202.92,12,Bigger_Portfolio
85,Risk_Equity,LCAP_INDX_MRGN,SPOT,-1913284.93,12,Bigger_Portfolio
oxxewwcdor,Risk_Equity,Issuer_0,SPOT,10716.762074157901,2,Bigger_Portfolio
spypkzvniv,Risk_Equity,Issuer_1,SPOT,-86824.99621385397,2,Bigger_Portfolio
spypkzvniv,Risk_Equity,Issuer_1,REPO,-50686.56404416587,2,Bigger_Portfolio
npmijwfpyz,Risk_Equity,Issuer_2,SPOT,6486.420616383156,2,Bigger_Portfolio
tpdohiozcg,Risk_Equity,Issuer_3,SPOT,43387.76983598599,2,Bigger_Portfolio
tpdohiozcg,Risk_Equity,Issuer_3,REPO,92822.41239180998,2,Bigger_Portfolio
moklrpfqmm,Risk_Equity,Issuer_4,SPOT,98415.98067337413,2,Bigger_Portfolio
moklrpfqmm,Risk_Equity,Issuer_4,REPO,-62617.7985653873,2,Bigger_Portfolio
hizzhdojtu,Risk_Equity,Issuer_5,SPOT,-17699.263140249896,2,Bigger_Portfolio
lviorkaxbv,Risk_Equity,Issuer_6,SPOT,29399.682492795968,2,Bigger_Portfolio
fxwntyxjiz,Risk_Equity,Issuer_7,SPOT,83042.88516461763,2,Bigger_Portfolio
xxqqucmesu,Risk_Equity,Issuer_8,SPOT,54963.59732461353,2,Bigger_Portfolio
oszazepxuc,Risk_Equity,Issuer_9,SPOT,20128.87476695067,2,Bigger_Portfolio
gorogmqvcn,Risk_Equity,Issuer_10,SPOT,96548.46062129947,2,Bigger_Portfolio
ncxjvxbbma,Risk_Equity,Issuer_11,SPOT,32182.230351564736,2,Bigger_Portfolio
ncxjvxbbma,Risk_Equity,Issuer_11,REPO,-54898.5115589748,2,Bigger_Portfolio
dkfotjwhra,Risk_Equity,Issuer_12,SPOT,-26897.260771569127,2,Bigger_Portfolio
hmswlduhrv,Risk_Equity,Issuer_13,SPOT,-24996.390414644284,2,Bigger_Portfolio
sbrpsrbojf,Risk_Equity,Issuer_14,SPOT,66665.67531949622,2,Bigger_Portfolio
fxnsfbltgc,Risk_Equity,Issuer_15,SPOT,81746.46686122211,2,Bigger_Portfolio
fmnpnrrubm,Risk_Equity,Issuer_16,SPOT,-43980.52540010157,2,Bigger_Portfolio
fmnpnrrubm,Risk_Equity,Issuer_16,REPO,-61807.54129172836,2,Bigger_Portfolio
nvfeignmiw,Risk_Equity,Issuer_17,SPOT,99613.98137195973,2,Bigger_Portfolio
nvfeignmiw,Risk_Equity,Issuer_17,REPO,77275.72853130236,2,Bigger_Portfolio
aguzezfxif,Risk_Equity,Issuer_18,SPOT,21272.676138843977,2,Bigger_Portfolio
aguzezfxif,Risk_Equity,Issuer_18,REPO,35300.695496134904,2,Bigger_Portfolio
ooiowbjtuj,Risk_Equity,Issuer_19,SPOT,85772.00883804678,2,Bigger_Portfolio
ooiowbjtuj,Risk_Equity,Issuer_19,REPO,34907.093648383365,2,Bigger_Portfolio
wrkefzndtk,Risk_Equity,Issuer_20,SPOT,-32163.08080915605,2,Bigger_Portfolio
wrkefzndtk,Risk_Equity,Issuer_20,REPO,37676.582563963886,2,Bigger_Portfolio
kkzhjtoycd,Risk_Equity,Issuer_21,SPOT,5651.815942797926,2,Bigger_Portfolio
kkzhjtoycd,Risk_Equity,Issuer_21,REPO,-83830.91015652737,2,Bigger_Portfolio
incrwycprg,Risk_Equity,Issuer_22,SPOT,-42958.985227657286,2,Bigger_Portfolio
bcxergrjkb,Risk_Equity,Issuer_23,SPOT,-31360.516628181333,2,Bigger_Portfolio
ydqtjkzphh,Risk_Equity,Issuer_24,SPOT,-70288.11917672344,2,Bigger_Portfolio
wwzixrpopz,Risk_Equity,Issuer_25,SPOT,-4861.978009327155,2,Bigger_Portfolio
rwilovzbwx,Risk_Equity,Issuer_26,SPOT,-69255.38214408254,2,Bigger_Portfolio
voyixmyqxt,Risk_Equity,Issuer_27,SPOT,30334.65886067041,2,Bigger_Portfolio
voyixmyqxt,Risk_Equity,Issuer_27,REPO,-32047.203060127868,2,Bigger_Portfolio
qhtkjrszzk,Risk_Equity,Issuer_28,SPOT,37937.672503464826,2,Bigger_Portfolio
qhtkjrszzk,Risk_Equity,Issuer_28,REPO,84977.3984772818,2,Bigger_Portfolio
dfrvpacuyo,Risk_Equity,Issuer_29,SPOT,72795.90547148389,2,Bigger_Portfolio
dfrvpacuyo,Risk_Equity,Issuer_29,REPO,60452.37521454577,2,Bigger_Portfolio
trpltckcpc,Risk_Equity,Issuer_30,SPOT,-88629.09231568297,2,Bigger_Portfolio
bklqsqrjst,Risk_Equity,Issuer_31,SPOT,-98133.58545313656,2,Bigger_Portfolio
gjltmzacvf,Risk_Equity,Issuer_32,SPOT,-32011.77248983203,2,Bigger_Portfolio
gjltmzacvf,Risk_Equity,Issuer_32,REPO,68923.28227509817,2,Bigger_Portfolio
mhnkgkqkqu,Risk_Equity,Issuer_33,SPOT,82720.73760931211,2,Bigger_Portfolio
qlwbqgccqd,Risk_Equity,Issuer_34,SPOT,-78102.44922146799,2,Bigger_Portfolio
awxiphmnir,Risk_Equity,Issuer_35,SPOT,-29080.918414646934,2,Bigger_Portfolio
yoyfiriuqn,Risk_Equity,Issuer_36,SPOT,-30495.97599316311,2,Bigger_Portfolio
kfqhaatbed,Risk_Equity,Issuer_37,SPOT,25773.512044275936,2,Bigger_Portfolio
kfqhaatbed,Risk_Equity,Issuer_37,REPO,95060.68308280176,2,Bigger_Portfolio
xcranoxyni,Risk_Equity,Issuer_38,SPOT,-27012.234624405697,2,Bigger_Portfolio
xzblpocoqj,Risk_Equity,Issuer_39,SPOT,-23862.678238556007,2,Bigger_Portfolio
xzblpocoqj,Risk_Equity,Issuer_39,REPO,76641.33712721523,2,Bigger_Portfolio
fkjrihvfok,Risk_Equity,Issuer_40,SPOT,1223.055568722135,2,Bigger_Portfolio
ordgqahydd,Risk_Equity,Issuer_41,SPOT,35786.50582427546,2,Bigger_Portfolio
ordgqahydd,Risk_Equity,Issuer_41,REPO,61020.720369507995,2,Bigger_Portfolio
ddtvesehqc,Risk_Equity,Issuer_42,SPOT,-64502.03525170313,2,Bigger_Portfolio
fqxocwejsh,Risk_Equity,Issuer_43,SPOT,6140.569049683007,2,Bigger_Portfolio
slaiihtpyk,Risk_Equity,Issuer_44,SPOT,-50020.89167324677,2,Bigger_Portfolio
slaiihtpyk,Risk_Equity,Issuer_44,REPO,-89320.12439056416,2,Bigger_Portfolio
ebaypjevtc,Risk_Equity,Issuer_45,SPOT,-82887.09086518941,2,Bigger_Portfolio
ebaypjevtc,Risk_Equity,Issuer_45,REPO,-34479.61603112026,2,Bigger_Portfolio
gxpgkhtcwd,Risk_Equity,Issuer_46,SPOT,52886.44292130989,2,Bigger_Portfolio
cpheuedatk,Risk_Equity,Issuer_47,SPOT,92159.0604886074,2,Bigger_Portfolio
bdnpfjyavx,Risk_Equity,Issuer_48,SPOT,-34602.20701210921,2,Bigger_Portfolio
bdnpfjyavx,Risk_Equity,Issuer_48,REPO,-40318.98564767842,2,Bigger_Portfolio
pltxtowvhm,Risk_Equity,Issuer_49,SPOT,95794.66819806793,2,Bigger_Portfolio
elszbxohgd,Risk_Equity,Issuer_50,SPOT,-80628.5138055424,2,Bigger_Portfolio
elszbxohgd,Risk_Equity,Issuer_50,REPO,59443.4054735541,2,Bigger_Portfolio
ktpwsghpoe,Risk_Equity,Issuer_51,SPOT,76849.14601050233,2,Bigger_Portfolio
ktpwsghpoe,Risk_Equity,Issuer_51,REPO,57840.9539525187,2,Bigger_Portfolio
alzonqiruf,Risk_Equity,Issuer_52,SPOT,17698.074299561267,2,Bigger_Portfolio
alzonqiruf,Risk_Equity,Issuer_52,REPO,-84449.54363918668,2,Bigger_Portfolio
buohcplpoq,Risk_Equity,Issuer_53,SPOT,-35918.75955703647,2,Bigger_Portfolio
buohcplpoq,Risk_Equity,Issuer_53,REPO,-18890.89115254916,2,Bigger_Portfolio
qroebdkijo,Risk_Equity,Issuer_54,SPOT,98256.84009408565,2,Bigger_Portfolio
qroebdkijo,Risk_Equity,Issuer_54,REPO,-34384.589277548104,2,Bigger_Portfolio
uvtsgjqjss,Risk_Equity,Issuer_55,SPOT,-27223.47798044575,2,Bigger_Portfolio
uvtsgjqjss,Risk_Equity,Issuer_55,REPO,48687.22242322375,2,Bigger_Portfolio
gbpfkfvgch,Risk_Equity,Issuer_56,SPOT,-79560.02664062116,2,Bigger_Portfolio
maqghhxzza,Risk_Equity,Issuer_57,SPOT,-46297.48636829817,2,Bigger_Portfolio
maqghhxzza,Risk_Equity,Issuer_57,REPO,-57062.35368819982,2,Bigger_Portfolio
rgodqsvfwn,Risk_Equity,Issuer_58,SPOT,86663.88310936607,2,Bigger_Portfolio
sawitlxwma,Risk_Equity,Issuer_59,SPOT,21112.355837518786,2,Bigger_Portfolio
sawitlxwma,Risk_Equity,Issuer_59,REPO,45043.21104642664,2,Bigger_Portfolio
jeshyuursr,Risk_Equity,Issuer_60,SPOT,-22714.70700442139,2,Bigger_Portfolio
jeshyuursr,Risk_Equity,Issuer_60,REPO,70095.70829782197,2,Bigger_Portfolio
wegrkcxrar,Risk_Equity,Issuer_61,SPOT,-91175.6424460963,2,Bigger_Portfolio
ccpphncdge,Risk_Equity,Issuer_62,SPOT,57829.08844717284,2,Bigger_Portfolio
cnrlvfctax,Risk_Equity,Issuer_63,SPOT,-84097.26624321636,2,Bigger_Portfolio
bbbspymvse,Risk_Equity,Issuer_64,SPOT,-32401.595740852983,2,Bigger_Portfolio
bbbspymvse,Risk_Equity,Issuer_64,REPO,-54347.536496709494,2,Bigger_Portfolio
qjosdqvlqx,Risk_Equity,Issuer_65,SPOT,44723.32269500906,2,Bigger_Portfolio
qjosdqvlqx,Risk_Equity,Issuer_65,REPO,76763.18263474782,2,Bigger_Portfolio
nuuimhdzqy,Risk_Equity,Issuer_66,SPOT,34936.266380345514,2,Bigger_Portfolio
nuuimhdzqy,Risk_Equity,Issuer_66,REPO,-77323.74348788848,2,Bigger_Portfolio
nayifniuvn,Risk_Equity,Issuer_67,SPOT,-55614.80146392972,2,Bigger_Portfolio
nayifniuvn,Risk_Equity,Issuer_67,REPO,-73480.04095686195,2,Bigger_Portfolio
osonmnqkjr,Risk_Equity,Issuer_68,SPOT,363.7167983538675,2,Bigger_Portfolio
osonmnqkjr,Risk_Equity,Issuer_68,REPO,-22799.24910111628,2,Bigger_Portfolio
vvljemosjw,Risk_Equity,Issuer_69,SPOT,-91706.80668857016,2,Bigger_Portfolio
lvvhzafesc,Risk_Equity,Issuer_70,SPOT,73351.9521652335,2,Bigger_Portfolio
gnqrpmxgmw,Risk_Equity,Issuer_71,SPOT,-78771.47831133293,2,Bigger_Portfolio
uyohylakxa,Risk_Equity,Issuer_72,SPOT,-36272.83244586332,2,Bigger_Portfolio
edevebudnr,Risk_Equity,Issuer_73,SPOT,-56929.21144206062,2,Bigger_Portfolio
weqdswvmau,Risk_Equity,Issuer_74,SPOT,-72566.88111564989,2,Bigger_Portfolio
twhxzobnba,Risk_Equity,Issuer_75,SPOT,-70009.96060665665,2,Bigger_Portfolio
eqjxcfqurq,Risk_Equity,Issuer_76,SPOT,-68350.02071596152,2,Bigger_Portfolio
eqjxcfqurq,Risk_Equity,Issuer_76,REPO,61806.29568156545,2,Bigger_Portfolio
jcgempllom,Risk_Equity,Issuer_77,SPOT,-17069.0261803881,2,Bigger_Portfolio
ynvgpttquw,Risk_Equity,Issuer_78,SPOT,-88735.65367307315,2,Bigger_Portfolio
qrbdtcyqgp,Risk_Equity,Issuer_79,SPOT,-10003.742040406329,2,Bigger_Portfolio
qrbdtcyqgp,Risk_Equity,Issuer_79,REPO,69601.76689067617,2,Bigger_Portfolio
ajuutjppjd,Risk_Equity,Issuer_80,SPOT,71907.44758084451,2,Bigger_Portfolio
ajuutjppjd,Risk_Equity,Issuer_80,REPO,11430.548826263548,2,Bigger_Portfolio
yjgggfamvr,Risk_Equity,Issuer_81,SPOT,-15759.533048292913,2,Bigger_Portfolio
yjgggfamvr,Risk_Equity,Issuer_81,REPO,21872.93719619843,2,Bigger_Portfolio
xbtwijvfgl,Risk_Equity,Issuer_82,SPOT,19121.72805505664,2,Bigger_Portfolio
xbtwijvfgl,Risk_Equity,Issuer_82,REPO,-5794.822389591704,2,Bigger_Portfolio
hnxidtusnu,Risk_Equity,Issuer_83,SPOT,40722.8540880724,2,Bigger_Portfolio
dgeemmecul,Risk_Equity,Issuer_84,SPOT,6215.59210992897,2,Bigger_Portfolio
hzgpjdxopn,Risk_Equity,Issuer_85,SPOT,-49271.4063164917,2,Bigger_Portfolio
kyjhgvcozg,Risk_Equity,Issuer_86,SPOT,83128.00363134511,2,Bigger_Portfolio
aszoeprrbv,Risk_Equity,Issuer_87,SPOT,-60845.983032088974,2,Bigger_Portfolio
aszoeprrbv,Risk_Equity,Issuer_87,REPO,-6750.549709864063,2,Bigger_Portfolio
znabqcjjfk,Risk_Equity,Issuer_88,SPOT,-96259.1305335646,2,Bigger_Portfolio
scqpceiblv,Risk_Equity,Issuer_89,SPOT,12074.109713425381,2,Bigger_Portfolio
hdqbyctqcj,Risk_Equity,Issuer_90,SPOT,61526.848457865526,2,Bigger_Portfolio
hdqbyctqcj,Risk_Equity,Issuer_90,REPO,13996.412143833715,2,Bigger_Portfolio
inotibfqme,Risk_Equity,Issuer_91,SPOT,-48041.84823774607,2,Bigger_Portfolio
inotibfqme,Risk_Equity,Issuer_91,REPO,73768.22855574093,2,Bigger_Portfolio
vojqscitgd,Risk_Equity,Issuer_92,SPOT,26076.246002055937,2,Bigger_Portfolio
vojqscitgd,Risk_Equity,Issuer_92,REPO,54639.950887662126,2,Bigger_Portfolio
ewlvdegvxz,Risk_Equity,Issuer_93,SPOT,-15907.298215097442,2,Bigger_Portfolio
ewlvdegvxz,Risk_Equity,Issuer_93,REPO,97730.0513311085,2,Bigger_Portfolio
gaerurtjvh,Risk_Equity,Issuer_94,SPOT,-18463.754712649483,2,Bigger_Portfolio
gaerurtjvh,Risk_Equity,Issuer_94,REPO,-56167.299057648655,2,Bigger_Portfolio
xigagsxyha,Risk_Equity,Issuer_95,SPOT,-40559.196424726804,2,Bigger_Portfolio
welzaomtgv,Risk_Equity,Issuer_96,SPOT,94385.48306183406,2,Bigger_Portfolio
welzaomtgv,Risk_Equity,Issuer_96,REPO,-78414.93071854947,2,Bigger_Portfolio
qrrkceztqz,Risk_Equity,Issuer_97,SPOT,-15601.305873900565,2,Bigger_Portfolio
qrrkceztqz,Risk_Equity,Issuer_97,REPO,4056.394826211733,2,Bigger_Portfolio
tbzwqgkvas,Risk_Equity,Issuer_98,SPOT,30418.44184786355,2,Bigger_Portfolio
tbzwqgkvas,Risk_Equity,Issuer_98,REPO,-10491.451184109741,2,Bigger_Portfolio
fxwhfxjplj,Risk_Equity,Issuer_99,SPOT,58301.90983719961,2,Bigger_Portfolio
mozyklcitq,Risk_Equity,Issuer_100,SPOT,78742.64204863369,2,Bigger_Portfolio
mjhlekudov,Risk_Equity,Issuer_101,SPOT,-27466.04649513196,2,Bigger_Portfolio
svceofdmcf,Risk_Equity,Issuer_102,SPOT,18557.24108302181,2,Bigger_Portfolio
tnbynsacqh,Risk_Equity,Issuer_103,SPOT,24758.732919558388,2,Bigger_Portfolio
tnbynsacqh,Risk_Equity,Issuer_103,REPO,-19861.62621392911,2,Bigger_Portfolio
hzqiftndbj,Risk_Equity,Issuer_104,SPOT,-4168.30261102927,2,Bigger_Portfolio
hzqiftndbj,Risk_Equity,Issuer_104,REPO,-21366.423527195308,2,Bigger_Portfolio
slepotbwzn,Risk_Equity,Issuer_105,SPOT,-89885.39551948637,2,Bigger_Portfolio
slepotbwzn,Risk_Equity,Issuer_105,REPO,-34228.775027855634,2,Bigger_Portfolio
nctbnfpaqu,Risk_Equity,Issuer_106,SPOT,2578.2272473008343,2,Bigger_Portfolio
rrbtbmbfan,Risk_Equity,Issuer_107,SPOT,62603.44231679147,2,Bigger_Portfolio
nxqgigelox,Risk_Equity,Issuer_108,SPOT,-19057.052311426698,2,Bigger_Portfolio
nxqgigelox,Risk_Equity,Issuer_108,REPO,23399.353978328643,2,Bigger_Portfolio
fnnadukred,Risk_Equity,Issuer_109,SPOT,3520.356509323028,2,Bigger_Portfolio
qaglqwyagl,Risk_Equity,Issuer_110,SPOT,4078.863594355338,2,Bigger_Portfolio
qaglqwyagl,Risk_Equity,Issuer_110,REPO,48195.689815466496,2,Bigger_Portfolio
vnaiedfydv,Risk_Equity,Issuer_111,SPOT,854.5489233602568,2,Bigger_Portfolio
vnaiedfydv,Risk_Equity,Issuer_111,REPO,-52740.2304470171,2,Bigger_Portfolio
shyrskvtqk,Risk_Equity,Issuer_112,SPOT,66217.56480233218,2,Bigger_Portfolio
bxsruglhkj,Risk_Equity,Issuer_113,SPOT,78152.02958121448,2,Bigger_Portfolio
bxsruglhkj,Risk_Equity,Issuer_113,REPO,32897.24422929011,2,Bigger_Portfolio
emzcmryrcq,Risk_Equity,Issuer_114,SPOT,87380.66088048903,2,Bigger_Portfolio
jlqrtdkdfn,Risk_Equity,Issuer_115,SPOT,11917.470608276097,2,Bigger_Portfolio
jlqrtdkdfn,Risk_Equity,Issuer_115,REPO,-50977.41016616733,2,Bigger_Portfolio
twnzubzdzh,Risk_Equity,Issuer_116,SPOT,-40071.22744134152,2,Bigger_Portfolio
chhtnllbrk,Risk_Equity,Issuer_117,SPOT,-25236.557585922696,2,Bigger_Portfolio
chhtnllbrk,Risk_Equity,Issuer_117,REPO,80595.94032173818,2,Bigger_Portfolio
bvpqkgowva,Risk_Equity,Issuer_118,SPOT,-93064.63204473,2,Bigger_Portfolio
gukdvpient,Risk_Equity,Issuer_119,SPOT,10793.639928228644,2,Bigger_Portfolio
gukdvpient,Risk_Equity,Issuer_119,REPO,-58876.28783889151,2,Bigger_Portfolio
hxjoioketn,Risk_Equity,Issuer_120,SPOT,98701.94601677796,2,Bigger_Portfolio
hxjoioketn,Risk_Equity,Issuer_120,REPO,-50764.02931864152,2,Bigger_Portfolio
cygzpdcuvh,Risk_Equity,Issuer_121,SPOT,-53203.041138670604,2,Bigger_Portfolio
wkibjatzdy,Risk_Equity,Issuer_122,SPOT,-55187.0908758548,2,Bigger_Portfolio
remepojydc,Risk_Equity,Issuer_123,SPOT,66927.52357248575,2,Bigger_Portfolio
remepojydc,Risk_Equity,Issuer_123,REPO,67544.41963723156,2,Bigger_Portfolio
nfrfwjhmwu,Risk_Equity,Issuer_124,SPOT,81395.69923084421,2,Bigger_Portfolio
nfrfwjhmwu,Risk_Equity,Issuer_124,REPO,-75997.70850069747,2,Bigger_Portfolio
lxzrbzsufk,Risk_Equity,Issuer_125,SPOT,53764.00755766008,2,Bigger_Portfolio
lvkaqksljs,Risk_Equity,Issuer_126,SPOT,85688.06476133071,2,Bigger_Portfolio
hkrjfkeaxr,Risk_Equity,Issuer_127,SPOT,-886.0258927328541,2,Bigger_Portfolio
jweehkeqle,Risk_Equity,Issuer_128,SPOT,-83169.99681113637,2,Bigger_Portfolio
jweehkeqle,Risk_Equity,Issuer_128,REPO,90670.81128454886,2,Bigger_Portfolio
dtznxfwlsq,Risk_Equity,Issuer_129,SPOT,-1282.5076278181805,2,Bigger_Portfolio
dtznxfwlsq,Risk_Equity,Issuer_129,REPO,-71171.48941077746,2,Bigger_Portfolio
vjawptitcn,Risk_Equity,Issuer_130,SPOT,40196.47761967126,2,Bigger_Portfolio
icijyahhbk,Risk_Equity,Issuer_131,SPOT,55179.7401923642,2,Bigger_Portfolio
icijyahhbk,Risk_Equity,Issuer_131,REPO,19131.94746162949,2,Bigger_Portfolio
txzagnkcne,Risk_Equity,Issuer_132,SPOT,-44004.586339308014,2,Bigger_Portfolio
vkpvaoknft,Risk_Equity,Issuer_133,SPOT,37325.62429270815,2,Bigger_Portfolio
wdkbbmvovg,Risk_Equity,Issuer_134,SPOT,-96109.15920405279,2,Bigger_Portfolio
ffyqvulmnf,Risk_Equity,Issuer_135,SPOT,18944.085682443256,2,Bigger_Portfolio
enyltocohc,Risk_Equity,Issuer_136,SPOT,-2234.475771792568,2,Bigger_Portfolio
dvmpmjhrhf,Risk_Equity,Issuer_137,SPOT,-63334.921404107874,2,Bigger_Portfolio
dvmpmjhrhf,Risk_Equity,Issuer_137,REPO,76198.5239759479,2,Bigger_Portfolio
mykevnzigy,Risk_Equity,Issuer_138,SPOT,-51526.17593172077,2,Bigger_Portfolio
dsomhjcdve,Risk_Equity,Issuer_139,SPOT,-23143.721587688604,2,Bigger_Portfolio
xsmvrhrlgt,Risk_Equity,Issuer_140,SPOT,6099.6789238027395,2,Bigger_Portfolio
awwbacsyra,Risk_Equity,Issuer_141,SPOT,-6455.413161209654,2,Bigger_Portfolio
