face_id,predictions,label,timestamp,quarter_timestamp,video_id
19,99.9704658985138,No Mask,2021-09-10 11:21:26:150692,2021-09-10 11:21:30,camera1
20,94.85360383987427,No Mask,2021-09-10 11:21:26:150692,2021-09-10 11:21:30,camera1
21,99.4531512260437,No Mask,2021-09-10 11:21:26:150692,2021-09-10 11:21:30,camera1
22,97.31292724609375,Mask,2021-09-10 11:21:26:150692,2021-09-10 11:21:30,camera1
23,99.98304843902588,No Mask,2021-09-10 11:21:26:280183,2021-09-10 11:21:30,camera1
24,98.76954555511475,No Mask,2021-09-10 11:21:26:280183,2021-09-10 11:21:30,camera1
25,95.42582035064697,No Mask,2021-09-10 11:21:26:280183,2021-09-10 11:21:30,camera1
26,97.32444286346436,Mask,2021-09-10 11:21:26:280183,2021-09-10 11:21:30,camera1
27,99.99426603317261,No Mask,2021-09-10 11:21:26:412504,2021-09-10 11:21:30,camera1
28,99.51840043067932,No Mask,2021-09-10 11:21:26:412504,2021-09-10 11:21:30,camera1
29,91.7565107345581,No Mask,2021-09-10 11:21:26:412504,2021-09-10 11:21:30,camera1
30,98.23521971702576,Mask,2021-09-10 11:21:26:412504,2021-09-10 11:21:30,camera1
31,99.99395608901978,No Mask,2021-09-10 11:21:26:533449,2021-09-10 11:21:30,camera1
32,99.48961138725281,No Mask,2021-09-10 11:21:26:533449,2021-09-10 11:21:30,camera1
33,98.69269728660583,No Mask,2021-09-10 11:21:26:533449,2021-09-10 11:21:30,camera1
34,97.25973010063171,Mask,2021-09-10 11:21:26:533449,2021-09-10 11:21:30,camera1
35,99.80574250221252,No Mask,2021-09-10 11:21:26:635243,2021-09-10 11:21:30,camera1
36,99.57724213600159,No Mask,2021-09-10 11:21:26:635243,2021-09-10 11:21:30,camera1
37,98.41666221618652,No Mask,2021-09-10 11:21:26:635243,2021-09-10 11:21:30,camera1
38,99.84639883041382,No Mask,2021-09-10 11:21:26:738013,2021-09-10 11:21:30,camera1
39,99.17409420013428,No Mask,2021-09-10 11:21:26:738013,2021-09-10 11:21:30,camera1
40,98.30970764160156,No Mask,2021-09-10 11:21:26:738013,2021-09-10 11:21:30,camera1
41,95.71526050567627,Mask,2021-09-10 11:21:26:738013,2021-09-10 11:21:30,camera1
42,51.219069957733154,Mask,2021-09-10 11:21:26:872278,2021-09-10 11:21:30,camera1
43,99.22112226486206,No Mask,2021-09-10 11:21:26:872278,2021-09-10 11:21:30,camera1
44,98.56408834457397,No Mask,2021-09-10 11:21:26:872278,2021-09-10 11:21:30,camera1
45,84.52046513557434,Mask,2021-09-10 11:21:26:872278,2021-09-10 11:21:30,camera1
46,56.801897287368774,No Mask,2021-09-10 11:21:26:983538,2021-09-10 11:21:30,camera1
47,99.08671379089355,No Mask,2021-09-10 11:21:26:984507,2021-09-10 11:21:30,camera1
48,98.45945835113525,No Mask,2021-09-10 11:21:26:984507,2021-09-10 11:21:30,camera1
49,75.28992295265198,Mask,2021-09-10 11:21:26:984507,2021-09-10 11:21:30,camera1
50,52.410316467285156,No Mask,2021-09-10 11:21:27:100551,2021-09-10 11:21:30,camera1
51,99.30979609489441,No Mask,2021-09-10 11:21:27:100551,2021-09-10 11:21:30,camera1
52,70.25327682495117,Mask,2021-09-10 11:21:27:100551,2021-09-10 11:21:30,camera1
53,99.74690675735474,No Mask,2021-09-10 11:21:27:100551,2021-09-10 11:21:30,camera1
54,70.62743306159973,No Mask,2021-09-10 11:21:27:217443,2021-09-10 11:21:30,camera1
55,99.30013418197632,No Mask,2021-09-10 11:21:27:217443,2021-09-10 11:21:30,camera1
56,99.82116222381592,No Mask,2021-09-10 11:21:27:217443,2021-09-10 11:21:30,camera1
57,80.41021227836609,Mask,2021-09-10 11:21:27:217443,2021-09-10 11:21:30,camera1
58,52.26677060127258,No Mask,2021-09-10 11:21:27:340931,2021-09-10 11:21:30,camera1
59,97.6773738861084,No Mask,2021-09-10 11:21:27:340931,2021-09-10 11:21:30,camera1
60,99.83171224594116,No Mask,2021-09-10 11:21:27:340931,2021-09-10 11:21:30,camera1
61,80.90279698371887,Mask,2021-09-10 11:21:27:340931,2021-09-10 11:21:30,camera1
62,52.094566822052,Mask,2021-09-10 11:21:27:479580,2021-09-10 11:21:30,camera1
63,99.87047910690308,No Mask,2021-09-10 11:21:27:480557,2021-09-10 11:21:30,camera1
64,80.34356832504272,Mask,2021-09-10 11:21:27:480557,2021-09-10 11:21:30,camera1
65,91.01089239120483,No Mask,2021-09-10 11:21:27:480557,2021-09-10 11:21:30,camera1
66,87.27872371673584,No Mask,2021-09-10 11:21:27:606222,2021-09-10 11:21:30,camera1
67,85.93550324440002,Mask,2021-09-10 11:21:27:606222,2021-09-10 11:21:30,camera1
68,99.87769722938538,No Mask,2021-09-10 11:21:27:606222,2021-09-10 11:21:30,camera1
69,98.59610795974731,No Mask,2021-09-10 11:21:27:607223,2021-09-10 11:21:30,camera1
70,85.16064286231995,No Mask,2021-09-10 11:21:27:740338,2021-09-10 11:21:30,camera1
71,85.33704280853271,Mask,2021-09-10 11:21:27:740338,2021-09-10 11:21:30,camera1
72,99.87710118293762,No Mask,2021-09-10 11:21:27:740338,2021-09-10 11:21:30,camera1
73,98.47579002380371,No Mask,2021-09-10 11:21:27:740338,2021-09-10 11:21:30,camera1
74,75.87615251541138,Mask,2021-09-10 11:21:27:870988,2021-09-10 11:21:30,camera1
75,67.74587035179138,No Mask,2021-09-10 11:21:27:871986,2021-09-10 11:21:30,camera1
76,99.92128610610962,No Mask,2021-09-10 11:21:27:871986,2021-09-10 11:21:30,camera1
77,99.43985342979431,No Mask,2021-09-10 11:21:27:871986,2021-09-10 11:21:30,camera1
78,75.9530246257782,No Mask,2021-09-10 11:21:27:986680,2021-09-10 11:21:30,camera1
79,63.35222125053406,No Mask,2021-09-10 11:21:27:986680,2021-09-10 11:21:30,camera1
80,99.93786811828613,No Mask,2021-09-10 11:21:27:986680,2021-09-10 11:21:30,camera1
81,97.38353490829468,No Mask,2021-09-10 11:21:27:986680,2021-09-10 11:21:30,camera1
82,63.13769817352295,No Mask,2021-09-10 11:21:28:142263,2021-09-10 11:21:30,camera1
83,54.51747179031372,Mask,2021-09-10 11:21:28:142263,2021-09-10 11:21:30,camera1
84,99.82640147209167,No Mask,2021-09-10 11:21:28:142263,2021-09-10 11:21:30,camera1
85,97.21331596374512,No Mask,2021-09-10 11:21:28:142263,2021-09-10 11:21:30,camera1
86,52.862173318862915,No Mask,2021-09-10 11:21:28:289867,2021-09-10 11:21:30,camera1
87,71.97591662406921,No Mask,2021-09-10 11:21:28:289867,2021-09-10 11:21:30,camera1
88,99.51893091201782,No Mask,2021-09-10 11:21:28:289867,2021-09-10 11:21:30,camera1
89,68.15558671951294,No Mask,2021-09-10 11:21:28:289867,2021-09-10 11:21:30,camera1
90,64.75333571434021,Mask,2021-09-10 11:21:28:440884,2021-09-10 11:21:30,camera1
91,75.24766325950623,No Mask,2021-09-10 11:21:28:441881,2021-09-10 11:21:30,camera1
92,99.37745332717896,No Mask,2021-09-10 11:21:28:441881,2021-09-10 11:21:30,camera1
93,92.23002791404724,Mask,2021-09-10 11:21:28:441881,2021-09-10 11:21:30,camera1
94,87.22349405288696,No Mask,2021-09-10 11:21:28:563497,2021-09-10 11:21:30,camera1
95,69.48254108428955,Mask,2021-09-10 11:21:28:564493,2021-09-10 11:21:30,camera1
96,99.28597807884216,No Mask,2021-09-10 11:21:28:564493,2021-09-10 11:21:30,camera1
97,73.2722282409668,Mask,2021-09-10 11:21:28:564493,2021-09-10 11:21:30,camera1
98,64.63351249694824,No Mask,2021-09-10 11:21:28:674799,2021-09-10 11:21:30,camera1
99,51.449620723724365,No Mask,2021-09-10 11:21:28:674799,2021-09-10 11:21:30,camera1
100,96.74999713897705,No Mask,2021-09-10 11:21:28:674799,2021-09-10 11:21:30,camera1
101,67.15406775474548,No Mask,2021-09-10 11:21:28:778215,2021-09-10 11:21:30,camera1
102,51.650577783584595,Mask,2021-09-10 11:21:28:778215,2021-09-10 11:21:30,camera1
103,96.61493301391602,No Mask,2021-09-10 11:21:28:778215,2021-09-10 11:21:30,camera1
104,86.49623990058899,No Mask,2021-09-10 11:21:28:881164,2021-09-10 11:21:30,camera1
105,76.57031416893005,No Mask,2021-09-10 11:21:28:881164,2021-09-10 11:21:30,camera1
106,96.43294215202332,No Mask,2021-09-10 11:21:28:881164,2021-09-10 11:21:30,camera1
107,85.30924320220947,No Mask,2021-09-10 11:21:28:994573,2021-09-10 11:21:30,camera1
108,70.71148157119751,No Mask,2021-09-10 11:21:28:994573,2021-09-10 11:21:30,camera1
109,97.81940579414368,No Mask,2021-09-10 11:21:28:994573,2021-09-10 11:21:30,camera1
110,90.94706177711487,Mask,2021-09-10 11:21:28:994573,2021-09-10 11:21:30,camera1
111,69.87928748130798,No Mask,2021-09-10 11:21:29:105978,2021-09-10 11:21:30,camera1
112,77.06979513168335,No Mask,2021-09-10 11:21:29:105978,2021-09-10 11:21:30,camera1
113,99.2108166217804,No Mask,2021-09-10 11:21:29:105978,2021-09-10 11:21:30,camera1
114,97.48513102531433,Mask,2021-09-10 11:21:29:105978,2021-09-10 11:21:30,camera1
115,72.76203036308289,No Mask,2021-09-10 11:21:29:221147,2021-09-10 11:21:30,camera1
116,80.07364273071289,No Mask,2021-09-10 11:21:29:221147,2021-09-10 11:21:30,camera1
117,95.52475810050964,Mask,2021-09-10 11:21:29:221147,2021-09-10 11:21:30,camera1
118,98.90917539596558,No Mask,2021-09-10 11:21:29:221147,2021-09-10 11:21:30,camera1
119,66.93452596664429,No Mask,2021-09-10 11:21:29:339878,2021-09-10 11:21:30,camera1
120,72.4938690662384,No Mask,2021-09-10 11:21:29:339878,2021-09-10 11:21:30,camera1
121,94.36507821083069,Mask,2021-09-10 11:21:29:339878,2021-09-10 11:21:30,camera1
122,99.83630776405334,No Mask,2021-09-10 11:21:29:339878,2021-09-10 11:21:30,camera1
123,61.9790256023407,No Mask,2021-09-10 11:21:29:438954,2021-09-10 11:21:30,camera1
124,69.36997175216675,No Mask,2021-09-10 11:21:29:438954,2021-09-10 11:21:30,camera1
125,99.41229224205017,No Mask,2021-09-10 11:21:29:438954,2021-09-10 11:21:30,camera1
126,83.87230634689331,Mask,2021-09-10 11:21:29:438954,2021-09-10 11:21:30,camera1
127,84.26958918571472,No Mask,2021-09-10 11:21:29:566737,2021-09-10 11:21:30,camera1
128,53.657734394073486,No Mask,2021-09-10 11:21:29:566737,2021-09-10 11:21:30,camera1
129,99.77322816848755,No Mask,2021-09-10 11:21:29:566737,2021-09-10 11:21:30,camera1
130,78.47673892974854,Mask,2021-09-10 11:21:29:566737,2021-09-10 11:21:30,camera1
131,81.99309706687927,No Mask,2021-09-10 11:21:29:681368,2021-09-10 11:21:30,camera1
132,63.69655132293701,No Mask,2021-09-10 11:21:29:681368,2021-09-10 11:21:30,camera1
133,99.71731901168823,No Mask,2021-09-10 11:21:29:681368,2021-09-10 11:21:30,camera1
134,78.12349796295166,Mask,2021-09-10 11:21:29:681368,2021-09-10 11:21:30,camera1
135,97.60514497756958,No Mask,2021-09-10 11:21:29:796077,2021-09-10 11:21:30,camera1
136,73.68671894073486,No Mask,2021-09-10 11:21:29:796077,2021-09-10 11:21:30,camera1
137,99.7300922870636,No Mask,2021-09-10 11:21:29:796077,2021-09-10 11:21:30,camera1
138,91.18989706039429,Mask,2021-09-10 11:21:29:796077,2021-09-10 11:21:30,camera1
139,97.85866141319275,No Mask,2021-09-10 11:21:29:906269,2021-09-10 11:21:30,camera1
140,77.1746277809143,No Mask,2021-09-10 11:21:29:906389,2021-09-10 11:21:30,camera1
141,99.00912046432495,Mask,2021-09-10 11:21:29:906389,2021-09-10 11:21:30,camera1
142,99.74462985992432,No Mask,2021-09-10 11:21:29:906389,2021-09-10 11:21:30,camera1
143,98.71731996536255,No Mask,2021-09-10 11:21:30:018543,2021-09-10 11:21:35,camera1
144,76.44972801208496,No Mask,2021-09-10 11:21:30:018543,2021-09-10 11:21:35,camera1
145,97.28192687034607,Mask,2021-09-10 11:21:30:018543,2021-09-10 11:21:35,camera1
146,99.7591495513916,No Mask,2021-09-10 11:21:30:018543,2021-09-10 11:21:35,camera1
147,98.6494779586792,No Mask,2021-09-10 11:21:30:139878,2021-09-10 11:21:35,camera1
148,72.50667810440063,No Mask,2021-09-10 11:21:30:139878,2021-09-10 11:21:35,camera1
149,91.31612777709961,Mask,2021-09-10 11:21:30:139878,2021-09-10 11:21:35,camera1
150,99.75951313972473,No Mask,2021-09-10 11:21:30:139878,2021-09-10 11:21:35,camera1
151,95.98388075828552,No Mask,2021-09-10 11:21:30:259458,2021-09-10 11:21:35,camera1
152,64.5384669303894,No Mask,2021-09-10 11:21:30:259458,2021-09-10 11:21:35,camera1
153,99.6631920337677,No Mask,2021-09-10 11:21:30:259458,2021-09-10 11:21:35,camera1
154,79.01696562767029,Mask,2021-09-10 11:21:30:259458,2021-09-10 11:21:35,camera1
155,95.51295042037964,No Mask,2021-09-10 11:21:30:381463,2021-09-10 11:21:35,camera1
156,65.10615944862366,No Mask,2021-09-10 11:21:30:381463,2021-09-10 11:21:35,camera1
