AsOfDate,TimePoint,SurvivalProbabilityId,SurvivalProbability
2020-09-07,22,Asahi Chemical Ind.,0.9997800223266089
2020-09-07,23,Asahi Chemical Ind.,0.9997380315656712
2020-09-07,24,Asahi Chemical Ind.,0.9997210360191345
2020-09-07,25,Asahi Chemical Ind.,0.9996800474566577
2020-09-07,26,Asahi Chemical Ind.,0.9996420596148544
2020-09-07,28,Asahi Chemical Ind.,0.9996320631942582
2020-09-07,36,Asahi Chemical Ind.,0.9996290642980686
2020-09-07,43,Asahi Chemical Ind.,0.9995610895216963
2020-09-07,50,Asahi Chemical Ind.,0.9995351009333688
2020-09-07,57,Asahi Chemical Ind.,0.9995001172048362
2020-09-07,66,Asahi Chemical Ind.,0.9994661342008513
2020-09-07,73,Asahi Chemical Ind.,0.9993871763762494
2020-09-07,80,Asahi Chemical Ind.,0.9993511984378998
2020-09-07,87,Asahi Chemical Ind.,0.9991893035437529
2020-09-07,96,Asahi Chemical Ind.,0.9991773132721105
2020-09-07,128,Asahi Chemical Ind.,0.9991243568745071
2020-09-07,159,Asahi Chemical Ind.,0.9990174505683215
2020-09-07,191,Asahi Chemical Ind.,0.9990164515508709
2020-09-07,223,Asahi Chemical Ind.,0.9987367269444367
2020-09-07,254,Asahi Chemical Ind.,0.9987237433669864
2020-09-07,286,Asahi Chemical Ind.,0.9984361109288967
2020-09-07,318,Asahi Chemical Ind.,0.9983442548066913
2020-09-07,349,Asahi Chemical Ind.,0.9981385958902012
2020-09-07,381,Asahi Chemical Ind.,0.997858118944756
2020-09-07,412,Asahi Chemical Ind.,0.9972613997896269
2020-09-07,444,Asahi Chemical Ind.,0.9964436454417994
2020-09-07,478,Asahi Chemical Ind.,0.9961028617150584
2020-09-07,509,Asahi Chemical Ind.,0.9960500682633874
2020-09-07,541,Asahi Chemical Ind.,0.9951506350517456
2020-09-07,574,Asahi Chemical Ind.,0.9943754127070403
2020-09-07,605,Asahi Chemical Ind.,0.9940870438373554
2020-09-07,637,Asahi Chemical Ind.,0.9929438437369424
2020-09-07,671,Asahi Chemical Ind.,0.9920065047484548
2020-09-07,702,Asahi Chemical Ind.,0.9911861153690278
2020-09-07,734,Asahi Chemical Ind.,0.9902434973733119
2020-09-07,767,Asahi Chemical Ind.,0.9897671902510753
2020-09-07,858,Asahi Chemical Ind.,0.9885804593899642
2020-09-07,950,Asahi Chemical Ind.,0.9869670960802397
2020-09-07,1041,Asahi Chemical Ind.,0.9863344501716522
2020-09-07,1132,Asahi Chemical Ind.,0.9861046342447622
2020-09-07,1223,Asahi Chemical Ind.,0.9842004661960356
2020-09-07,1315,Asahi Chemical Ind.,0.9823393431144589
2020-09-07,1406,Asahi Chemical Ind.,0.9806693662311643
2020-09-07,1498,Asahi Chemical Ind.,0.97985344931846
2020-09-07,1589,Asahi Chemical Ind.,0.9780691361872511
2020-09-07,1680,Asahi Chemical Ind.,0.9780456625279826
2020-09-07,1772,Asahi Chemical Ind.,0.9774637253587785
2020-09-07,1863,Asahi Chemical Ind.,0.9768645400951335
2020-09-07,2046,Asahi Chemical Ind.,0.9740707075104613
2020-09-07,2228,Asahi Chemical Ind.,0.9720582774287447
2020-09-07,2411,Asahi Chemical Ind.,0.9685569235134464
2020-09-07,2593,Asahi Chemical Ind.,0.9656318816044357
2020-09-07,2786,Asahi Chemical Ind.,0.9611223807173429
2020-09-07,2978,Asahi Chemical Ind.,0.9558833026200527
2020-09-07,3171,Asahi Chemical Ind.,0.9530376380281529
2020-09-07,3364,Asahi Chemical Ind.,0.9524686745582501
2020-09-07,3556,Asahi Chemical Ind.,0.9478377718625479
2020-09-07,3749,Asahi Chemical Ind.,0.9431346008385659
2020-09-07,3931,Asahi Chemical Ind.,0.936695820918641
2020-09-07,4114,Asahi Chemical Ind.,0.9306138549534163
2020-09-07,4479,Asahi Chemical Ind.,0.9260482633810148
2020-09-07,4845,Asahi Chemical Ind.,0.9196390833501548
2020-09-07,5210,Asahi Chemical Ind.,0.9174512619708647
2020-09-07,5575,Asahi Chemical Ind.,0.9089785995665637
2020-09-07,5940,Asahi Chemical Ind.,0.9082359640507177
2020-09-07,6305,Asahi Chemical Ind.,0.9080370603745905
2020-09-07,6671,Asahi Chemical Ind.,0.9002833319160519
2020-09-07,7036,Asahi Chemical Ind.,0.8964391220887704
2020-09-07,7218,Asahi Chemical Ind.,0.891839492953333
2020-09-07,7401,Asahi Chemical Ind.,0.8883113759192096
2020-09-07,7593,Asahi Chemical Ind.,0.8787735766759651
2020-09-07,7968,Asahi Chemical Ind.,0.8661552668884749
2020-09-07,8342,Asahi Chemical Ind.,0.8600020998724991
2020-09-07,8717,Asahi Chemical Ind.,0.850917037689446
2020-09-07,9092,Asahi Chemical Ind.,0.8397521552379228
2020-09-07,9467,Asahi Chemical Ind.,0.8380751701839126
2020-09-07,9842,Asahi Chemical Ind.,0.8367401164378097
2020-09-07,10216,Asahi Chemical Ind.,0.8275978939256101
2020-09-07,10591,Asahi Chemical Ind.,0.8236734247126148
2020-09-07,10966,Asahi Chemical Ind.,0.8134862317957692
2020-09-07,14600,Asahi Chemical Ind.,0.8132804197791249
2020-09-07,18250,Asahi Chemical Ind.,0.7978240254012227
2020-09-07,0,Sumitomo Trust and Banking,1.0
2020-09-07,1,Sumitomo Trust and Banking,0.999999
2020-09-07,2,Sumitomo Trust and Banking,0.999996000003
2020-09-07,3,Sumitomo Trust and Banking,0.999990000027
2020-09-07,4,Sumitomo Trust and Banking,0.9999870000569999
2020-09-07,5,Sumitomo Trust and Banking,0.9999820001219997
2020-09-07,6,Sumitomo Trust and Banking,0.9999700003379981
2020-09-07,7,Sumitomo Trust and Banking,0.9999600006379947
2020-09-07,8,Sumitomo Trust and Banking,0.9999470011579865
2020-09-07,9,Sumitomo Trust and Banking,0.9999460012109853
2020-09-07,10,Sumitomo Trust and Banking,0.9999340018589707
2020-09-07,11,Sumitomo Trust and Banking,0.9999320019909671
2020-09-07,12,Sumitomo Trust and Banking,0.9999090035549214
2020-09-07,13,Sumitomo Trust and Banking,0.9999070037369142
2020-09-07,14,Sumitomo Trust and Banking,0.9998840058758283
2020-09-07,15,Sumitomo Trust and Banking,0.9998760068037813
2020-09-07,16,Sumitomo Trust and Banking,0.9998610086636792
2020-09-07,17,Sumitomo Trust and Banking,0.9998340124164453
2020-09-07,18,Sumitomo Trust and Banking,0.999802017728048
2020-09-07,19,Sumitomo Trust and Banking,0.999791019905853
2020-09-07,20,Sumitomo Trust and Banking,0.9997760230405544
2020-09-07,21,Sumitomo Trust and Banking,0.9997380315516787
2020-09-07,22,Sumitomo Trust and Banking,0.9997350323375841
2020-09-07,23,Sumitomo Trust and Banking,0.9997090392267433
2020-09-07,24,Sumitomo Trust and Banking,0.9996830467917234
2020-09-07,25,Sumitomo Trust and Banking,0.999680047742583
2020-09-07,26,Sumitomo Trust and Banking,0.9996650525418669
2020-09-07,28,Sumitomo Trust and Banking,0.9996500575660787
2020-09-07,36,Sumitomo Trust and Banking,0.9996040736634306
2020-09-07,43,Sumitomo Trust and Banking,0.9995371001904951
2020-09-07,50,Sumitomo Trust and Banking,0.9995021163919885
2020-09-07,57,Sumitomo Trust and Banking,0.9994681333200313
2020-09-07,66,Sumitomo Trust and Banking,0.9993931732100323
2020-09-07,73,Sumitomo Trust and Banking,0.9992772436019399
2020-09-07,80,Sumitomo Trust and Banking,0.9992752450474528
2020-09-07,87,Sumitomo Trust and Banking,0.9991173595587353
2020-09-07,96,Sumitomo Trust and Banking,0.9990144504707007
2020-09-07,128,Sumitomo Trust and Banking,0.9989644997481771
2020-09-07,159,Sumitomo Trust and Banking,0.9987736975287252
2020-09-07,191,Sumitomo Trust and Banking,0.9986458544954415
2020-09-07,223,Sumitomo Trust and Banking,0.9986368666827511
2020-09-07,254,Sumitomo Trust and Banking,0.998489068426482
2020-09-07,286,Sumitomo Trust and Banking,0.9983882210305709
2020-09-07,318,Sumitomo Trust and Banking,0.9978790430378452
2020-09-07,349,Sumitomo Trust and Banking,0.9974090420085745
2020-09-07,381,Sumitomo Trust and Banking,0.9969911276199729
2020-09-07,412,Sumitomo Trust and Banking,0.9966381927607953
2020-09-07,444,Sumitomo Trust and Banking,0.996090041754777
2020-09-07,478,Sumitomo Trust and Banking,0.995253326119703
2020-09-07,509,Sumitomo Trust and Banking,0.9950751757743275
2020-09-07,541,Sumitomo Trust and Banking,0.9943159334152116
2020-09-07,574,Sumitomo Trust and Banking,0.9937004518524276
2020-09-07,605,Sumitomo Trust and Banking,0.9929015166891383
2020-09-07,637,Sumitomo Trust and Banking,0.9927873330147191
2020-09-07,671,Sumitomo Trust and Banking,0.9924497853214941
2020-09-07,702,Sumitomo Trust and Banking,0.991196321242633
2020-09-07,734,Sumitomo Trust and Banking,0.9906293569468823
2020-09-07,767,Sumitomo Trust and Banking,0.990390615271858
2020-09-07,858,Sumitomo Trust and Banking,0.9900419977752823
2020-09-07,950,Sumitomo Trust and Banking,0.9886905904483191
2020-09-07,1041,Sumitomo Trust and Banking,0.9868625015465801
2020-09-07,1132,Sumitomo Trust and Banking,0.9860068917577391
2020-09-07,1223,Sumitomo Trust and Banking,0.9841009404359715
2020-09-07,1315,Sumitomo Trust and Banking,0.9833057868760993
2020-09-07,1406,Sumitomo Trust and Banking,0.9830304612557739
2020-09-07,1498,Sumitomo Trust and Banking,0.9815893385995729
2020-09-07,1589,Sumitomo Trust and Banking,0.9803299594781496
2020-09-07,1680,Sumitomo Trust and Banking,0.9794182526158349
2020-09-07,1772,Sumitomo Trust and Banking,0.9791557685241339
2020-09-07,1863,Sumitomo Trust and Banking,0.9773932881407904
2020-09-07,2046,Sumitomo Trust and Banking,0.9767149771988207
2020-09-07,2228,Sumitomo Trust and Banking,0.9759931848306709
2020-09-07,2411,Sumitomo Trust and Banking,0.97585361780524
2020-09-07,2593,Sumitomo Trust and Banking,0.9752183371000488
2020-09-07,2786,Sumitomo Trust and Banking,0.9717026749948031
2020-09-07,2978,Sumitomo Trust and Banking,0.9680811391250975
2020-09-07,3171,Sumitomo Trust and Banking,0.9653346929333996
2020-09-07,3364,Sumitomo Trust and Banking,0.9593351378168186
2020-09-07,3556,Sumitomo Trust and Banking,0.9575056857090019
2020-09-07,3749,Sumitomo Trust and Banking,0.9531672274470544
2020-09-07,3931,Sumitomo Trust and Banking,0.9491610655900944
2020-09-07,4114,Sumitomo Trust and Banking,0.9455760842453605
2020-09-07,4479,Sumitomo Trust and Banking,0.9384464405701505
2020-09-07,4845,Sumitomo Trust and Banking,0.9352782453867856
2020-09-07,5210,Sumitomo Trust and Banking,0.9315614496396185
2020-09-07,5575,Sumitomo Trust and Banking,0.9222728504252619
2020-09-07,5940,Sumitomo Trust and Banking,0.9125419495804249
2020-09-07,6305,Sumitomo Trust and Banking,0.9125382994126265
2020-09-07,6671,Sumitomo Trust and Banking,0.9036428760699523
2020-09-07,7036,Sumitomo Trust and Banking,0.8956465402596093
2020-09-07,7218,Sumitomo Trust and Banking,0.885502447544629
2020-09-07,7401,Sumitomo Trust and Banking,0.8840041774033836
2020-09-07,7593,Sumitomo Trust and Banking,0.8780680893521199
2020-09-07,7968,Sumitomo Trust and Banking,0.8732571542905596
2020-09-07,8342,Sumitomo Trust and Banking,0.8696506022433397
2020-09-07,8717,Sumitomo Trust and Banking,0.8611271566907527
2020-09-07,9092,Sumitomo Trust and Banking,0.849684499032646
2020-09-07,9467,Sumitomo Trust and Banking,0.8389062511624169
2020-09-07,9842,Sumitomo Trust and Banking,0.8230534397342008
2020-09-07,10216,Sumitomo Trust and Banking,0.8123298764679039
2020-09-07,10591,Sumitomo Trust and Banking,0.8080334637512652
2020-09-07,10966,Sumitomo Trust and Banking,0.7982901962453524
2020-09-07,14600,Sumitomo Trust and Banking,0.7856396915054523
2020-09-07,18250,Sumitomo Trust and Banking,0.782623620729763
2020-09-07,0,Mitsubishi Estate,1.0
2020-09-07,1,Mitsubishi Estate,0.999998
2020-09-07,2,Mitsubishi Estate,0.999996000004
2020-09-07,3,Mitsubishi Estate,0.999994000012
2020-09-07,4,Mitsubishi Estate,0.999987000054
2020-09-07,5,Mitsubishi Estate,0.9999860000669999
2020-09-07,6,Mitsubishi Estate,0.9999780001789994
2020-09-07,7,Mitsubishi Estate,0.999976000222999
2020-09-07,8,Mitsubishi Estate,0.9999670004389971
2020-09-07,9,Mitsubishi Estate,0.9999500009999897
2020-09-07,10,Mitsubishi Estate,0.9999370016499767
2020-09-07,11,Mitsubishi Estate,0.9999230025319537
2020-09-07,12,Mitsubishi Estate,0.9999150031479334
2020-09-07,13,Mitsubishi Estate,0.9999050039979019
2020-09-07,14,Mitsubishi Estate,0.99988700570783
2020-09-07,15,Mitsubishi Estate,0.9998670079677159
2020-09-07,16,Mitsubishi Estate,0.9998590090316521
2020-09-07,17,Mitsubishi Estate,0.9998480105825528
2020-09-07,18,Mitsubishi Estate,0.9998180151422353
2020-09-07,19,Mitsubishi Estate,0.9997920198738417
2020-09-07,20,Mitsubishi Estate,0.9997590267371859
2020-09-07,21,Mitsubishi Estate,0.9997340327615174
2020-09-07,22,Mitsubishi Estate,0.9997090394106983
2020-09-07,23,Mitsubishi Estate,0.9997050405745407
2020-09-07,24,Mitsubishi Estate,0.9996820473586076
2020-09-07,25,Mitsubishi Estate,0.999658054989471
2020-09-07,26,Mitsubishi Estate,0.9996410608025362
2020-09-07,28,Mitsubishi Estate,0.9996230672634417
2020-09-07,36,Mitsubishi Estate,0.9996150702789036
2020-09-07,43,Mitsubishi Estate,0.9995720868308816
2020-09-07,50,Mitsubishi Estate,0.9994951197801957
2020-09-07,57,Mitsubishi Estate,0.999398168753577
2020-09-07,66,Mitsubishi Estate,0.999325212687258
2020-09-07,73,Mitsubishi Estate,0.9991933017591833
2020-09-07,80,Mitsubishi Estate,0.9990504171170318
2020-09-07,87,Mitsubishi Estate,0.9988935662015443
2020-09-07,96,Mitsubishi Estate,0.9987307465502535
2020-09-07,128,Mitsubishi Estate,0.9985769420152848
2020-09-07,159,Mitsubishi Estate,0.9985679548228067
2020-09-07,191,Mitsubishi Estate,0.9983922068627579
2020-09-07,223,Mitsubishi Estate,0.9983502743900696
2020-09-07,254,Mitsubishi Estate,0.9979938633421124
2020-09-07,286,Mitsubishi Estate,0.9976755032997062
2020-09-07,318,Mitsubishi Estate,0.9973093563899952
2020-09-07,349,Mitsubishi Estate,0.9971049079719352
2020-09-07,381,Mitsubishi Estate,0.9968386809615066
2020-09-07,412,Mitsubishi Estate,0.996566544001604
2020-09-07,444,Mitsubishi Estate,0.9961958212472354
2020-09-07,478,Mitsubishi Estate,0.9954496705771212
2020-09-07,509,Mitsubishi Estate,0.9949798183326087
2020-09-07,541,Mitsubishi Estate,0.994149010184301
2020-09-07,574,Mitsubishi Estate,0.9936062048247404
2020-09-07,605,Mitsubishi Estate,0.9924893914505174
2020-09-07,637,Mitsubishi Estate,0.9922382916344805
2020-09-07,671,Mitsubishi Estate,0.9911736199475567
2020-09-07,702,Mitsubishi Estate,0.9903093165509624
2020-09-07,734,Mitsubishi Estate,0.9893279200182605
2020-09-07,767,Mitsubishi Estate,0.9888847011100923
2020-09-07,858,Mitsubishi Estate,0.9887264795579147
2020-09-07,950,Mitsubishi Estate,0.9886493588925092
2020-09-07,1041,Mitsubishi Estate,0.9871120091394313
2020-09-07,1132,Mitsubishi Estate,0.9866066077907519
2020-09-07,1223,Mitsubishi Estate,0.9848326891099441
2020-09-07,1315,Mitsubishi Estate,0.9839522486858798
2020-09-07,1406,Mitsubishi Estate,0.9819587614300422
2020-09-07,1498,Mitsubishi Estate,0.9819214469971079
2020-09-07,1589,Mitsubishi Estate,0.9809758566436497
2020-09-07,1680,Mitsubishi Estate,0.9778740109849425
2020-09-07,1772,Mitsubishi Estate,0.9767074072898375
2020-09-07,1863,Mitsubishi Estate,0.974990355667822
2020-09-07,2046,Mitsubishi Estate,0.974479460721452
2020-09-07,2228,Mitsubishi Estate,0.9739318032645266
2020-09-07,2411,Mitsubishi Estate,0.9725254457406126
2020-09-07,2593,Mitsubishi Estate,0.9678777466354183
2020-09-07,2786,Mitsubishi Estate,0.9640139786708497
2020-09-07,2978,Mitsubishi Estate,0.9610390315326715
2020-09-07,3171,Mitsubishi Estate,0.9556927714002551
2020-09-07,3364,Mitsubishi Estate,0.9534201339898654
2020-09-07,3556,Mitsubishi Estate,0.9497408856927985
2020-09-07,3749,Mitsubishi Estate,0.9450909543164465
2020-09-07,3931,Mitsubishi Estate,0.9446193539302425
2020-09-07,4114,Mitsubishi Estate,0.9403175573924443
2020-09-07,4479,Mitsubishi Estate,0.9338726208540765
2020-09-07,4845,Mitsubishi Estate,0.9267957341332443
2020-09-07,5210,Mitsubishi Estate,0.9247039561613056
2020-09-07,5575,Mitsubishi Estate,0.9201840032235892
2020-09-07,5940,Mitsubishi Estate,0.9111919651440883
2020-09-07,6305,Mitsubishi Estate,0.9036819209673708
2020-09-07,6671,Mitsubishi Estate,0.8925322934264753
2020-09-07,7036,Mitsubishi Estate,0.8826626713257654
2020-09-07,7218,Mitsubishi Estate,0.8813527999215179
2020-09-07,7401,Mitsubishi Estate,0.8788092157409445
2020-09-07,7593,Mitsubishi Estate,0.8665173112403759
2020-09-07,7968,Mitsubishi Estate,0.8637175938077583
2020-09-07,8342,Mitsubishi Estate,0.8565081430522449
2020-09-07,8717,Mitsubishi Estate,0.8554691986747225
2020-09-07,9092,Mitsubishi Estate,0.8503072975299192
2020-09-07,9467,Mitsubishi Estate,0.8438109497767906
2020-09-07,9842,Mitsubishi Estate,0.8428574434035428
2020-09-07,10216,Mitsubishi Estate,0.833650911549246
2020-09-07,10591,Mitsubishi Estate,0.8268224769327461
2020-09-07,10966,Mitsubishi Estate,0.821315012413897
2020-09-07,14600,Mitsubishi Estate,0.8050825425085488
2020-09-07,18250,Mitsubishi Estate,0.8013912390511472
2020-09-07,0,Cosco Co.,1.0
2020-09-07,1,Cosco Co.,0.999998
2020-09-07,2,Cosco Co.,0.9999950000060001
2020-09-07,3,Cosco Co.,0.9999940000110001
2020-09-07,4,Cosco Co.,0.999987000053
2020-09-07,5,Cosco Co.,0.9999770001829995
2020-09-07,6,Cosco Co.,0.9999750002289992
2020-09-07,7,Cosco Co.,0.9999710003289983
2020-09-07,8,Cosco Co.,0.9999630005609956
2020-09-07,9,Cosco Co.,0.9999550008569912
2020-09-07,10,Cosco Co.,0.9999520009919886
2020-09-07,11,Cosco Co.,0.9999340018559707
2020-09-07,12,Cosco Co.,0.999932001987967
2020-09-07,13,Cosco Co.,0.9999190028719411
2020-09-07,14,Cosco Co.,0.999913003357924
2020-09-07,15,Cosco Co.,0.9998840058808266
2020-09-07,16,Cosco Co.,0.9998520095926384
2020-09-07,17,Cosco Co.,0.9998290129964178
2020-09-07,18,Cosco Co.,0.9998240138513529
2020-09-07,19,Cosco Co.,0.999790019834882
2020-09-07,20,Cosco Co.,0.9997770225646242
2020-09-07,21,Cosco Co.,0.9997530279160827
2020-09-07,22,Cosco Co.,0.9997140375479939
2020-09-07,23,Cosco Co.,0.9997100386918437
2020-09-07,24,Cosco Co.,0.9996830465207991
2020-09-07,25,Cosco Co.,0.9996630528598687
2020-09-07,26,Cosco Co.,0.9996440592618643
2020-09-07,28,Cosco Co.,0.9996150695841457
2020-09-07,36,Cosco Co.,0.9995810826717798
2020-09-07,43,Cosco Co.,0.9995570927257957
2020-09-07,50,Cosco Co.,0.9995101135424377
2020-09-07,57,Cosco Co.,0.9994371493041491
2020-09-07,66,Cosco Co.,0.9993531965836074
2020-09-07,73,Cosco Co.,0.9992212819616584
2020-09-07,80,Cosco Co.,0.9991943029870454
2020-09-07,87,Cosco Co.,0.9991103706655945
2020-09-07,96,Cosco Co.,0.9990234480633465
2020-09-07,128,Cosco Co.,0.9989315379061248
2020-09-07,159,Cosco Co.,0.9989245453853595
2020-09-07,191,Cosco Co.,0.998648842210833
2020-09-07,223,Cosco Co.,0.998407169191018
2020-09-07,254,Cosco Co.,0.9982034941285031
2020-09-07,286,Cosco Co.,0.9981196450349963
2020-09-07,318,Cosco Co.,0.9979529590542754
2020-09-07,349,Cosco Co.,0.9978880921119369
2020-09-07,381,Cosco Co.,0.9973891480658809
2020-09-07,412,Cosco Co.,0.9970709809276478
2020-09-07,444,Cosco Co.,0.9966891027419525
2020-09-07,478,Cosco Co.,0.9960641786745333
2020-09-07,509,Cosco Co.,0.9952932250002392
2020-09-07,541,Cosco Co.,0.9951081004603891
2020-09-07,574,Cosco Co.,0.9940393543604946
2020-09-07,605,Cosco Co.,0.9930622136751582
2020-09-07,637,Cosco Co.,0.9924991474000044
2020-09-07,671,Cosco Co.,0.9913150959171562
2020-09-07,702,Cosco Co.,0.9900957783491781
2020-09-07,734,Cosco Co.,0.9899700361853276
2020-09-07,767,Cosco Co.,0.9899571665748572
2020-09-07,858,Cosco Co.,0.9893839813754104
2020-09-07,950,Cosco Co.,0.9891880833470981
2020-09-07,1041,Cosco Co.,0.9890812510340966
2020-09-07,1132,Cosco Co.,0.9874472888073883
2020-09-07,1223,Cosco Co.,0.9857903522567696
2020-09-07,1315,Cosco Co.,0.9857026169154187
2020-09-07,1406,Cosco Co.,0.983113176140782
