CombatID,Season,LocationID,Tickets Sold,Date
167,1,10,1942,19/2/3001
168,1,10,2000,19/2/3001
169,1,14,1833,19/2/3001
170,1,8,1999,19/2/3001
171,1,5,2000,19/2/3001
172,1,6,1828,19/2/3001
173,1,13,1915,19/2/3001
174,1,12,1901,19/2/3001
175,1,13,1943,19/2/3001
176,1,5,1970,19/2/3001
177,1,16,1801,19/2/3001
178,1,1,1910,19/2/3001
179,1,5,2000,19/2/3001
180,1,5,2000,19/2/3001
181,1,13,1940,19/2/3001
182,1,1,1816,19/2/3001
183,1,14,1622,19/2/3001
184,1,15,1711,19/2/3001
185,1,7,1999,19/2/3001
186,1,3,1989,19/2/3001
187,1,7,1969,19/2/3001
188,1,13,1968,19/2/3001
189,1,3,1950,19/2/3001
190,1,9,1614,19/2/3001
191,1,13,1990,19/2/3001
192,1,15,1803,19/2/3001
193,1,17,1982,19/2/3001
194,1,13,1954,19/2/3001
195,1,11,1947,19/2/3001
196,1,15,1768,19/2/3001
197,1,7,1933,19/2/3001
198,1,6,1807,19/2/3001
199,1,11,1964,19/2/3001
200,1,11,1943,19/2/3001
201,1,6,1836,20/2/3001
202,1,12,1888,20/2/3001
203,1,1,1983,20/2/3001
204,1,14,1847,20/2/3001
205,1,4,1814,20/2/3001
206,1,10,1997,20/2/3001
207,1,12,1922,20/2/3001
208,1,10,1939,20/2/3001
209,1,14,1326,20/2/3001
210,1,7,1970,20/2/3001
211,1,1,1938,20/2/3001
212,1,2,1929,20/2/3001
213,1,12,1991,20/2/3001
214,1,13,1908,20/2/3001
215,1,8,1997,20/2/3001
216,1,7,1929,20/2/3001
217,1,11,1990,20/2/3001
218,1,13,1996,20/2/3001
219,1,7,1904,20/2/3001
220,1,4,1765,20/2/3001
221,1,4,1704,20/2/3001
222,1,14,1330,20/2/3001
223,1,12,1974,20/2/3001
224,1,13,1954,20/2/3001
225,1,9,1229,20/2/3001
226,1,14,1230,20/2/3001
227,1,13,1909,20/2/3001
228,1,11,1985,20/2/3001
229,1,6,1844,20/2/3001
230,1,16,1993,20/2/3001
231,1,3,1926,20/2/3001
232,1,8,2000,20/2/3001
233,1,13,1890,20/2/3001
234,1,8,1981,20/2/3001
235,1,4,1773,20/2/3001
236,1,13,2000,20/2/3001
237,1,10,2000,20/2/3001
238,1,11,2000,20/2/3001
239,1,5,2000,20/2/3001
240,1,16,1995,20/2/3001
241,1,10,1958,20/2/3001
242,1,14,1750,20/2/3001
243,1,7,2000,20/2/3001
244,1,7,1926,20/2/3001
245,1,8,1991,20/2/3001
246,1,5,1992,20/2/3001
247,1,15,1688,20/2/3001
248,1,5,1963,20/2/3001
249,1,4,1722,20/2/3001
250,1,10,1926,20/2/3001
251,1,5,2000,20/2/3001
252,1,12,1950,20/2/3001
253,1,12,1958,20/2/3001
254,1,2,1926,20/2/3001
255,1,13,1993,20/2/3001
256,1,6,1827,20/2/3001
257,1,6,1799,20/2/3001
258,1,15,1801,20/2/3001
259,1,12,1974,20/2/3001
260,1,10,1992,20/2/3001
261,1,17,1892,20/2/3001
262,1,15,1772,20/2/3001
263,1,16,1934,20/2/3001
264,1,6,1717,20/2/3001
265,1,1,1824,20/2/3001
266,1,13,1925,20/2/3001
267,1,4,1810,20/2/3001
268,1,12,1934,20/2/3001
269,1,5,1951,20/2/3001
270,1,17,1917,20/2/3001
271,1,1,1962,20/2/3001
272,1,13,1929,20/2/3001
273,1,5,2000,20/2/3001
274,1,7,1921,20/2/3001
275,1,7,1972,20/2/3001
276,1,2,1991,20/2/3001
277,1,17,1918,20/2/3001
278,1,7,1898,20/2/3001
279,1,7,1888,20/2/3001
280,1,13,1974,20/2/3001
281,1,6,1765,20/2/3001
282,1,7,1988,20/2/3001
283,1,14,1801,20/2/3001
284,1,14,1238,20/2/3001
285,1,3,1894,20/2/3001
286,1,1,1848,20/2/3001
287,1,15,1909,20/2/3001
288,1,7,1938,20/2/3001
289,1,11,2000,20/2/3001
290,1,11,2000,20/2/3001
291,1,11,1969,20/2/3001
292,1,16,1883,20/2/3001
293,1,3,1913,20/2/3001
294,1,11,2000,20/2/3001
295,1,14,1646,20/2/3001
296,1,7,1888,20/2/3001
297,1,12,1941,20/2/3001
298,1,17,1906,20/2/3001
299,1,2,1955,20/2/3001
300,1,15,1805,20/2/3001
301,1,14,1725,21/2/3001
302,1,2,1912,21/2/3001
303,1,12,1935,21/2/3001
304,1,9,1251,21/2/3001
305,1,5,2000,21/2/3001
306,1,12,1964,21/2/3001
307,1,5,1971,21/2/3001
308,1,2,1904,21/2/3001
309,1,7,1946,21/2/3001
310,1,10,1973,21/2/3001
311,1,10,2000,21/2/3001
312,1,14,1430,21/2/3001
313,1,16,1893,21/2/3001
314,1,11,2000,21/2/3001
315,1,9,1284,21/2/3001
316,1,10,1919,21/2/3001
317,1,13,1930,21/2/3001
318,1,2,1969,21/2/3001
319,1,3,1984,21/2/3001
320,1,1,1956,21/2/3001
321,1,3,1910,21/2/3001
322,1,8,1995,21/2/3001
323,1,5,2000,21/2/3001
324,1,13,2000,21/2/3001
325,1,15,1862,21/2/3001
326,1,5,2000,21/2/3001
327,1,9,1613,21/2/3001
328,1,5,1955,21/2/3001
329,1,15,1880,21/2/3001
330,1,2,1922,21/2/3001
331,1,13,1935,21/2/3001
332,1,12,1914,21/2/3001
333,1,12,1978,21/2/3001
334,1,10,2000,21/2/3001
335,1,14,1299,21/2/3001
336,1,3,1947,21/2/3001
337,1,7,1932,21/2/3001
338,1,14,1320,21/2/3001
339,1,13,1931,21/2/3001
340,1,2,1951,21/2/3001
341,1,5,2000,21/2/3001
342,1,16,1840,21/2/3001
343,1,13,1922,21/2/3001
344,1,10,1976,21/2/3001
345,1,16,1838,21/2/3001
346,1,11,1952,21/2/3001
347,1,12,1935,21/2/3001
348,1,13,2000,21/2/3001
349,1,5,1945,21/2/3001
350,1,8,1962,21/2/3001
351,1,12,1976,21/2/3001
352,1,11,2000,21/2/3001
353,1,7,2000,21/2/3001
354,1,10,1940,21/2/3001
355,1,3,1900,21/2/3001
356,1,9,1352,21/2/3001
357,1,11,2000,21/2/3001
358,1,10,1910,21/2/3001
359,1,3,1964,21/2/3001
360,1,7,1977,21/2/3001
361,1,6,1725,21/2/3001
362,1,13,1972,21/2/3001
363,1,14,1375,21/2/3001
364,1,15,1755,21/2/3001
365,1,6,1708,21/2/3001
366,1,16,1918,21/2/3001
367,1,11,2000,21/2/3001
368,1,10,1927,21/2/3001
369,1,11,1991,21/2/3001
370,1,7,2000,21/2/3001
371,1,8,2000,21/2/3001
372,1,7,1945,21/2/3001
373,1,9,1698,21/2/3001
374,1,6,1786,21/2/3001
375,1,12,1987,21/2/3001
376,1,5,2000,21/2/3001
377,1,10,2000,21/2/3001
378,1,13,1917,21/2/3001
379,1,5,1951,21/2/3001
380,1,7,1970,21/2/3001
381,1,17,1903,21/2/3001
382,1,9,1817,21/2/3001
383,1,13,1905,21/2/3001
384,1,8,2000,21/2/3001
385,1,15,1707,21/2/3001
386,1,14,1758,21/2/3001
387,1,13,1965,21/2/3001
388,1,7,1939,21/2/3001
389,1,7,1900,21/2/3001
390,1,16,1890,21/2/3001
391,1,11,1973,21/2/3001
392,1,10,2000,21/2/3001
393,1,11,1982,21/2/3001
394,1,11,1955,21/2/3001
395,1,11,2000,21/2/3001
396,1,5,2000,21/2/3001
397,1,10,1955,21/2/3001
398,1,3,1898,21/2/3001
399,1,10,2000,21/2/3001
400,1,5,1963,21/2/3001
401,1,17,1925,22/2/3001
402,1,12,2000,22/2/3001
403,1,9,1520,22/2/3001
404,1,7,1924,22/2/3001
405,1,9,1216,22/2/3001
406,1,8,1924,22/2/3001
407,1,1,1817,22/2/3001
408,1,8,1969,22/2/3001
409,1,14,1311,22/2/3001
410,1,10,1945,22/2/3001
411,1,16,1896,22/2/3001
412,1,10,1930,22/2/3001
413,1,7,1987,22/2/3001
414,1,1,1985,22/2/3001
415,1,11,1991,22/2/3001
416,1,17,2000,22/2/3001
417,1,11,1967,22/2/3001
418,1,17,1922,22/2/3001
419,1,6,1830,22/2/3001
420,1,4,1717,22/2/3001
421,1,11,2000,22/2/3001
422,1,11,2000,22/2/3001
423,1,9,1211,22/2/3001
424,1,6,1709,22/2/3001
425,1,13,1977,22/2/3001
426,1,10,1948,22/2/3001
427,1,7,2000,22/2/3001
428,1,5,2000,22/2/3001
429,1,8,2000,22/2/3001
430,1,3,1900,22/2/3001
431,1,1,1977,22/2/3001
432,1,8,1926,22/2/3001
433,1,1,1869,22/2/3001
434,1,12,2000,22/2/3001
435,1,17,1985,22/2/3001
436,1,6,1836,22/2/3001
437,1,4,1875,22/2/3001
438,1,8,1970,22/2/3001
439,1,13,2000,22/2/3001
440,1,2,1906,22/2/3001
441,1,10,1913,22/2/3001
442,1,6,1772,22/2/3001
443,1,10,1955,22/2/3001
444,1,3,1992,22/2/3001
445,1,9,1605,22/2/3001
446,1,2,1916,22/2/3001
447,1,15,1813,22/2/3001
448,1,7,2000,22/2/3001
449,1,7,1944,22/2/3001
450,1,12,1936,22/2/3001
451,1,11,2000,22/2/3001
452,1,12,2000,22/2/3001
453,1,11,1986,22/2/3001
454,1,2,1944,22/2/3001
455,1,3,1993,22/2/3001
456,1,2,1961,22/2/3001
457,1,7,1937,22/2/3001
458,1,5,2000,22/2/3001
459,1,3,1911,22/2/3001
460,1,12,1962,22/2/3001
461,1,6,1782,22/2/3001
462,1,11,1949,22/2/3001
463,1,15,1714,22/2/3001
464,1,12,2000,22/2/3001
465,1,12,2000,22/2/3001
466,1,8,2000,22/2/3001
467,1,5,2000,22/2/3001
468,1,5,2000,22/2/3001
469,1,4,1840,22/2/3001
470,1,12,2000,22/2/3001
471,1,14,1886,22/2/3001
472,1,10,1928,22/2/3001
473,1,4,1859,22/2/3001
474,1,6,1861,22/2/3001
475,1,3,1967,22/2/3001
476,1,15,1829,22/2/3001
477,1,7,2000,22/2/3001
478,1,13,1964,22/2/3001
479,1,10,1913,22/2/3001
480,1,1,1964,22/2/3001
481,1,7,2000,22/2/3001
482,1,16,1917,22/2/3001
483,1,6,1732,22/2/3001
484,1,6,1854,22/2/3001
485,1,15,1768,22/2/3001
486,1,4,1742,22/2/3001
487,1,13,2000,22/2/3001
488,1,14,1696,22/2/3001
489,1,6,1787,22/2/3001
490,1,11,1992,22/2/3001
491,1,11,1983,22/2/3001
492,1,11,2000,22/2/3001
493,1,11,2000,22/2/3001
494,1,16,1993,22/2/3001
495,1,12,1973,22/2/3001
496,1,17,1949,22/2/3001
497,1,4,1688,22/2/3001
498,1,17,2000,22/2/3001
499,1,8,2000,22/2/3001
500,1,13,1990,22/2/3001
501,1,13,1889,23/2/3001
502,1,14,1268,23/2/3001
503,1,11,2000,23/2/3001
504,1,16,1802,23/2/3001
505,1,17,2000,23/2/3001
506,1,11,1995,23/2/3001
507,1,5,2000,23/2/3001
508,1,14,1373,23/2/3001
509,1,7,1907,23/2/3001
510,1,5,2000,23/2/3001
511,1,12,1995,23/2/3001
512,1,13,1892,23/2/3001
513,1,11,1957,23/2/3001
514,1,8,2000,23/2/3001
515,1,3,1970,23/2/3001
516,1,11,2000,23/2/3001
517,1,12,1903,23/2/3001
518,1,16,1950,23/2/3001
519,1,5,1959,23/2/3001
520,1,13,1989,23/2/3001
521,1,1,1818,23/2/3001
522,1,11,2000,23/2/3001
523,1,7,1952,23/2/3001
524,1,15,1783,23/2/3001
525,1,3,1888,23/2/3001
526,1,10,1959,23/2/3001
527,1,13,1901,23/2/3001
528,1,12,2000,23/2/3001
529,1,2,1914,23/2/3001
530,1,5,1992,23/2/3001
531,1,10,1910,23/2/3001
532,1,7,1937,23/2/3001
533,1,1,1817,23/2/3001
534,1,4,1910,23/2/3001
535,1,12,1925,23/2/3001
536,1,13,2000,23/2/3001
537,1,11,1970,23/2/3001
538,1,7,1978,23/2/3001
539,1,4,1759,23/2/3001
540,1,15,1827,23/2/3001
541,1,8,2000,23/2/3001
542,1,3,1891,23/2/3001
543,1,1,1862,23/2/3001
544,1,12,1966,23/2/3001
545,1,14,1675,23/2/3001
546,1,11,2000,23/2/3001
547,1,14,1883,23/2/3001
548,1,9,1249,23/2/3001
549,1,5,1999,23/2/3001
550,1,10,1964,23/2/3001
551,1,12,1910,23/2/3001
552,1,14,1874,23/2/3001
553,1,12,1934,23/2/3001
554,1,16,1809,23/2/3001
555,1,4,1872,23/2/3001
556,1,12,1999,23/2/3001
557,1,10,2000,23/2/3001
558,1,1,1897,23/2/3001
559,1,1,1912,23/2/3001
560,1,9,1286,23/2/3001
561,1,13,2000,23/2/3001
562,1,15,1856,23/2/3001
563,1,2,1929,23/2/3001
564,1,5,2000,23/2/3001
565,1,4,1788,23/2/3001
566,1,2,1995,23/2/3001
567,1,7,1952,23/2/3001
568,1,2,1955,23/2/3001
569,1,16,1789,23/2/3001
570,1,7,1973,23/2/3001
571,1,3,1940,23/2/3001
572,1,5,1972,23/2/3001
573,1,2,1948,23/2/3001
574,1,3,1965,23/2/3001
575,1,8,1928,23/2/3001
576,1,9,1415,23/2/3001
577,1,13,1890,23/2/3001
578,1,5,2000,23/2/3001
579,1,9,1542,23/2/3001
580,1,12,1923,23/2/3001
581,1,7,1941,23/2/3001
582,1,4,1719,23/2/3001
583,1,11,2000,23/2/3001
584,1,13,1954,23/2/3001
585,1,15,1765,23/2/3001
586,1,5,2000,23/2/3001
587,1,6,1833,23/2/3001
588,1,10,1970,23/2/3001
589,1,8,1977,23/2/3001
590,1,1,1857,23/2/3001
591,1,14,1271,23/2/3001
592,1,3,1985,23/2/3001
593,1,8,2000,23/2/3001
594,1,3,1961,23/2/3001
595,1,5,1944,23/2/3001
596,1,11,2000,23/2/3001
597,1,16,1966,23/2/3001
598,1,10,1981,23/2/3001
599,1,11,2000,23/2/3001
600,1,10,1915,23/2/3001
601,1,5,1972,24/2/3001
602,1,2,2000,24/2/3001
603,1,8,2000,24/2/3001
604,1,10,1951,24/2/3001
605,1,13,1981,24/2/3001
606,1,11,1977,24/2/3001
607,1,3,1945,24/2/3001
608,1,15,1703,24/2/3001
609,1,15,1718,24/2/3001
610,1,17,2000,24/2/3001
611,1,16,1998,24/2/3001
612,1,8,1942,24/2/3001
613,1,13,1964,24/2/3001
614,1,10,1966,24/2/3001
615,1,8,2000,24/2/3001
616,1,9,1622,24/2/3001
617,1,10,2000,24/2/3001
618,1,3,1989,24/2/3001
619,1,11,1983,24/2/3001
620,1,7,1932,24/2/3001
621,1,5,2000,24/2/3001
622,1,13,1904,24/2/3001
623,1,2,1982,24/2/3001
624,1,17,1970,24/2/3001
625,1,3,1893,24/2/3001
626,1,3,1988,24/2/3001
627,1,8,1981,24/2/3001
628,1,13,1996,24/2/3001
629,1,4,1750,24/2/3001
630,1,7,1918,24/2/3001
631,1,11,2000,24/2/3001
632,1,5,2000,24/2/3001
633,1,12,1979,24/2/3001
634,1,12,1959,24/2/3001
635,1,11,1993,24/2/3001
636,1,3,1962,24/2/3001
637,1,16,1882,24/2/3001
638,1,15,1856,24/2/3001
639,1,13,1967,24/2/3001
640,1,2,1921,24/2/3001
641,1,12,1896,24/2/3001
642,1,4,1736,24/2/3001
643,1,7,2000,24/2/3001
644,1,12,1889,24/2/3001
645,1,11,2000,24/2/3001
646,1,15,1706,24/2/3001
647,1,12,2000,24/2/3001
648,1,12,2000,24/2/3001
649,1,11,2000,24/2/3001
650,1,12,1992,24/2/3001
651,1,17,2000,24/2/3001
652,1,9,1226,24/2/3001
653,1,5,1993,24/2/3001
654,1,9,1243,24/2/3001
655,1,1,1961,24/2/3001
656,1,17,1925,24/2/3001
657,1,13,1939,24/2/3001
658,1,16,1956,24/2/3001
659,1,2,2000,24/2/3001
660,1,13,1993,24/2/3001
661,1,4,1765,24/2/3001
662,1,12,1934,24/2/3001
663,1,10,2000,24/2/3001
664,1,5,2000,24/2/3001
665,1,4,1731,24/2/3001
666,1,7,1964,24/2/3001
667,1,12,1916,24/2/3001
668,1,17,1998,24/2/3001
669,1,7,1956,24/2/3001
670,1,7,2000,24/2/3001
671,1,1,1981,24/2/3001
672,1,11,1948,24/2/3001
673,1,13,1993,24/2/3001
674,1,7,1982,24/2/3001
675,1,10,1972,24/2/3001
676,1,10,1974,24/2/3001
677,1,5,2000,24/2/3001
678,1,5,1958,24/2/3001
679,1,15,1751,24/2/3001
680,1,4,1813,24/2/3001
681,1,11,1986,24/2/3001
682,1,11,1984,24/2/3001
683,1,1,1985,24/2/3001
684,1,3,1926,24/2/3001
685,1,12,2000,24/2/3001
686,1,10,1982,24/2/3001
687,1,15,1818,24/2/3001
688,1,12,1933,24/2/3001
689,1,14,1443,24/2/3001
690,1,11,1959,24/2/3001
691,1,3,1950,24/2/3001
692,1,7,2000,24/2/3001
693,1,1,1979,24/2/3001
694,1,6,1782,24/2/3001
695,1,15,1699,24/2/3001
696,1,4,1768,24/2/3001
697,1,8,1924,24/2/3001
698,1,2,1970,24/2/3001
699,1,10,2000,24/2/3001
700,1,13,1926,24/2/3001
701,1,8,1998,25/2/3001
702,1,16,1849,25/2/3001
703,1,12,1998,25/2/3001
704,1,10,2000,25/2/3001
705,1,12,1951,25/2/3001
706,1,5,1945,25/2/3001
707,1,11,2000,25/2/3001
708,1,16,1912,25/2/3001
709,1,7,2000,25/2/3001
710,1,17,1905,25/2/3001
711,1,14,1354,25/2/3001
712,1,4,1899,25/2/3001
713,1,13,2000,25/2/3001
714,1,12,2000,25/2/3001
715,1,17,1945,25/2/3001
716,1,11,2000,25/2/3001
717,1,12,2000,25/2/3001
718,1,8,1932,25/2/3001
719,1,1,1956,25/2/3001
720,1,6,1881,25/2/3001
721,1,13,1957,25/2/3001
722,1,2,1908,25/2/3001
723,1,15,1837,25/2/3001
724,1,11,1957,25/2/3001
725,1,16,1860,25/2/3001
726,1,7,1917,25/2/3001
727,1,10,2000,25/2/3001
728,1,11,2000,25/2/3001
729,1,7,1976,25/2/3001
730,1,6,1769,25/2/3001
731,1,8,2000,25/2/3001
732,1,2,2000,25/2/3001
733,1,16,1938,25/2/3001
734,1,13,1964,25/2/3001
735,1,4,1706,25/2/3001
736,1,12,1902,25/2/3001
737,1,12,1978,25/2/3001
738,1,15,1864,25/2/3001
739,1,7,1926,25/2/3001
740,1,12,2000,25/2/3001
741,1,12,1940,25/2/3001
742,1,10,2000,25/2/3001
743,1,17,1948,25/2/3001
744,1,10,2000,25/2/3001
745,1,16,1907,25/2/3001
746,1,10,2000,25/2/3001
747,1,3,1923,25/2/3001
748,1,10,2000,25/2/3001
749,1,11,2000,25/2/3001
750,1,1,1873,25/2/3001
751,1,10,1956,25/2/3001
752,1,3,1961,25/2/3001
753,1,2,1932,25/2/3001
754,1,11,2000,25/2/3001
755,1,10,1959,25/2/3001
756,1,3,2000,25/2/3001
757,1,12,1957,25/2/3001
758,1,12,1996,25/2/3001
759,1,15,1898,25/2/3001
760,1,16,1920,25/2/3001
761,1,15,1800,25/2/3001
762,1,5,1975,25/2/3001
763,1,10,1978,25/2/3001
764,1,3,1924,25/2/3001
765,1,14,1820,25/2/3001
766,1,12,1930,25/2/3001
767,1,5,2000,25/2/3001
768,1,12,2000,25/2/3001
769,1,3,1932,25/2/3001
770,1,11,2000,25/2/3001
771,1,5,2000,25/2/3001
772,1,12,1950,25/2/3001
773,1,1,1967,25/2/3001
774,1,6,1844,25/2/3001
775,1,14,1886,25/2/3001
776,1,16,1917,25/2/3001
777,1,14,1567,25/2/3001
778,1,13,1940,25/2/3001
779,1,15,1775,25/2/3001
780,1,9,1809,25/2/3001
781,1,10,2000,25/2/3001
782,1,12,2000,25/2/3001
783,1,13,2000,25/2/3001
784,1,5,2000,25/2/3001
785,1,17,2000,25/2/3001
786,1,7,2000,25/2/3001
787,1,13,1931,25/2/3001
788,1,11,1981,25/2/3001
789,1,12,1950,25/2/3001
790,1,12,2000,25/2/3001
791,1,12,1953,25/2/3001
792,1,12,2000,25/2/3001
793,1,4,1854,25/2/3001
794,1,17,2000,25/2/3001
795,1,16,1961,25/2/3001
796,1,11,1974,25/2/3001
797,1,7,2000,25/2/3001
798,1,17,1969,25/2/3001
799,1,3,1947,25/2/3001
800,1,5,2000,25/2/3001
801,1,1,1817,26/2/3001
802,1,2,1957,26/2/3001
803,1,5,1960,26/2/3001
804,1,1,1980,26/2/3001
805,1,12,1944,26/2/3001
806,1,10,1994,26/2/3001
807,1,13,1972,26/2/3001
808,1,2,1941,26/2/3001
809,1,8,2000,26/2/3001
810,1,5,2000,26/2/3001
811,1,9,1786,26/2/3001
812,1,7,1894,26/2/3001
813,1,7,1907,26/2/3001
814,1,4,1729,26/2/3001
815,1,3,1889,26/2/3001
816,1,13,1994,26/2/3001
817,1,16,1829,26/2/3001
818,1,5,1946,26/2/3001
819,1,16,1813,26/2/3001
820,1,12,1909,26/2/3001
821,1,3,1977,26/2/3001
822,1,10,2000,26/2/3001
823,1,7,1890,26/2/3001
824,1,2,1994,26/2/3001
825,1,5,2000,26/2/3001
826,1,16,1980,26/2/3001
827,1,5,2000,26/2/3001
828,1,11,2000,26/2/3001
829,1,15,1699,26/2/3001
830,1,2,1940,26/2/3001
831,1,5,1979,26/2/3001
832,1,17,1906,26/2/3001
833,1,11,1976,26/2/3001
834,1,15,1879,26/2/3001
835,1,3,1940,26/2/3001
836,1,16,1909,26/2/3001
837,1,9,1392,26/2/3001
838,1,5,1987,26/2/3001
839,1,2,2000,26/2/3001
840,1,9,1844,26/2/3001
841,1,9,1216,26/2/3001
842,1,2,1903,26/2/3001
843,1,16,1904,26/2/3001
844,1,9,1622,26/2/3001
845,1,6,1751,26/2/3001
846,1,5,1973,26/2/3001
847,1,14,1656,26/2/3001
848,1,8,1995,26/2/3001
849,1,10,1933,26/2/3001
850,1,8,1985,26/2/3001
851,1,7,2000,26/2/3001
852,1,12,1916,26/2/3001
853,1,5,1974,26/2/3001
854,1,9,1323,26/2/3001
855,1,16,1857,26/2/3001
856,1,3,1990,26/2/3001
857,1,15,1879,26/2/3001
858,1,4,1708,26/2/3001
859,1,2,1944,26/2/3001
860,1,12,1899,26/2/3001
861,1,8,2000,26/2/3001
862,1,11,2000,26/2/3001
863,1,10,2000,26/2/3001
864,1,13,1913,26/2/3001
865,1,14,1382,26/2/3001
866,1,13,1934,26/2/3001
867,1,8,2000,26/2/3001
868,1,6,1900,26/2/3001
869,1,2,1984,26/2/3001
870,1,4,1857,26/2/3001
871,1,3,1957,26/2/3001
872,1,7,1918,26/2/3001
